housing_type,size_sqm,rooms,floor,furnished,roommate_friendly,pets_allowed,elevator,senior_friendly,students_only,balcony_terrace,parking,dishwasher,washing_machine,charging_station,dryer,energy_mark,area,availability_in,monthly_rent_log,monthly_aconto_log,move_in_price_log,deposit_log,prepaid_rent_log,total_monthly_rent_log
Lejlighed,85.0,3,1,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Nej,A20,Hedehusene,1-3 months,9.433563920090563,6.90875477931522,11.05881093278828,10.53212287826962,9.433563920090563,9.510519035757246
Lejlighed,101.0,3,2,Nej,Ja,Nej,Ja,Ja,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ikke angivet,none,København SV,<1 month,9.770013301136158,7.1316985104669115,11.393589974879816,10.868587496017359,9.770013301136158,9.839002363309719
Lejlighed,70.0,2,4,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,C,København Ø,<1 month,9.392745258631441,0.0,10.491301994830229,10.085850775128717,0.0,9.392745258631441
Værelse,11.0,1,5,Ja,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ja,B,København S,3+ months,8.517393171418904,0.0,9.210440366976517,8.517393171418904,0.0,8.517393171418904
Lejlighed,103.0,4,0,Nej,Ja,Ja,Nej,Nej,Nej,Ja,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,none,Hedehusene,3+ months,9.568084743872936,7.00397413672268,11.192733974822708,10.666650414667744,9.568084743872936,9.642187721358466
Værelse,45.0,2,2,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ja,Ikke angivet,Ja,D,København Ø,<1 month,8.987321812850125,6.90875477931522,10.62135173563291,10.085850775128717,8.987321812850125,9.105090961257085
Lejlighed,60.0,2,0,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,A10,Vallensbæk Strand,3+ months,9.23024103368252,6.478509642208569,10.852264835444583,10.328787967145063,9.23024103368252,9.292012520620208
Lejlighed,103.0,3,1,Nej,Ja,Nej,Ja,Ja,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,A15,Hellerup,<1 month,9.87822102528824,7.313886831633462,11.682676678340282,10.97679912709094,10.571342565808699,9.952325334619427
Lejlighed,140.0,3,6,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,none,København S,1-3 months,10.419330568113901,7.313886831633462,12.037659911047468,11.51792295668052,10.419330568113901,10.463131911491967
Lejlighed,64.0,2,1,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ja,Nej,Ja,Ja,Nej,Ja,A20,Taastrup,3+ months,9.249657234353133,6.68586094706836,10.874285408908944,10.348205424565993,9.249657234353133,9.32375833901174
Værelse,27.0,1,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Nej,Ja,none,Frederiksberg,<1 month,8.699681400989514,0.0,9.798182590890704,9.392745258631441,0.0,8.699681400989514
Værelse,32.0,1,1,Ja,Ja,Nej,Nej,Nej,Ja,Ja,Ja,Nej,Nej,Nej,Nej,C,Gentofte,<1 month,8.497194544909547,6.2166061010848646,10.203629181337648,9.287394001418473,9.287394001418473,8.594339400592892
Lejlighed,88.0,4,0,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,none,Glostrup,3+ months,9.45727857185611,6.90875477931522,11.082157933374816,10.555838779903407,9.45727857185611,9.53249633228804
Lejlighed,90.0,3,4,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,none,Vallensbæk Strand,<1 month,9.44943600950432,6.7464121285733745,11.072107752919068,10.547995807489514,9.44943600950432,9.514215624322715
Lejlighed,38.0,1,1,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,none,Glostrup,3+ months,8.962007209588313,6.066108090103747,10.582307587950027,10.060534035475412,8.962007209588313,9.015662792972645
Lejlighed,88.0,4,1,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,none,Glostrup,3+ months,9.503084610020228,6.90875477931522,11.127277689932466,10.601647149919609,9.503084610020228,9.575052927597383
Lejlighed,88.0,3,0,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Nej,none,Hedehusene,<1 month,9.405166749908611,6.90875477931522,11.030865448691081,10.503724171902725,9.405166749908611,9.484253080341965
Lejlighed,106.0,4,4,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Nej,none,Hedehusene,<1 month,9.468928284223587,7.0909098220799835,11.096667321032777,10.567489095490265,9.468928284223587,9.557540571952371
Lejlighed,81.0,3,3,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Nej,none,Hedehusene,<1 month,9.380167531188448,6.85751406254539,11.005444242454628,10.47872356423098,9.380167531188448,9.45727857185611
Lejlighed,100.0,4,5,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Nej,A20,København S,3+ months,9.828278974938373,7.048386408721883,11.44999631476691,10.926855325994174,9.828278974938373,9.888424674859083
Lejlighed,35.0,1,2,Nej,Ja,Nej,Ja,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Ja,A20,København SV,<1 month,9.018089684104343,6.311734809152915,10.640675541671662,10.11662117122102,9.018089684104343,9.082620630373812
Lejlighed,80.0,3,6,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,A10,København S,<1 month,9.571574905170932,6.803505257608338,11.193422433528612,10.67014073838981,9.571574905170932,9.632400353656184
Lejlighed,81.0,3,3,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ja,Ja,none,Glostrup,3+ months,9.401043372798053,6.68586094706836,10.521399202410167,10.094149233605084,0.0,9.465060106725137
Lejlighed,94.0,3,3,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ja,Ja,none,Glostrup,<1 month,9.525224101853109,6.68586094706836,10.61890979160975,10.181157167204903,0.0,9.581972891547895
Lejlighed,116.0,4,1,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ja,C,København K,<1 month,10.132652936168832,7.313886831633462,11.75391679292806,11.231238717918634,10.132652936168832,10.19058195234216
Lejlighed,54.0,2,0,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,none,Hedehusene,<1 month,9.239996256883693,6.478509642208569,10.86189863570049,10.33854382482173,9.239996256883693,9.301186055275759
Lejlighed,79.0,3,0,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,none,Hedehusene,<1 month,9.405166749908611,6.803505257608338,11.0292447290611,10.503724171902725,9.405166749908611,9.476620038167528
Lejlighed,35.0,1,3,Nej,Ja,Nej,Ja,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Ja,A20,København SV,<1 month,9.012011377036412,6.311734809152915,10.634676867382668,10.110542371500753,9.012011377036412,9.076923258535832
Lejlighed,58.0,2,5,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Nej,Ja,none,København S,<1 month,9.437555622660446,6.398594934535208,11.05644597094435,10.536114793300285,9.437555622660446,9.484253080341965
Værelse,15.0,1,2,Ja,Ja,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,C,Hvidovre,<1 month,8.517393171418904,0.0,9.210440366976517,8.517393171418904,0.0,8.517393171418904
Lejlighed,62.0,2,5,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,A15,København S,<1 month,9.484253080341965,6.51025834052315,11.103783605889623,10.58281467449521,9.484253080341965,9.53401680465134
Lejlighed,186.0,5,1,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ja,D,København K,1-3 months,10.463131911491967,7.601402334583733,12.417147664184915,11.561725152903833,11.561725152903833,10.518700218288165
Lejlighed,93.0,3,5,Nej,Ja,Nej,Ja,Ikke angivet,Ikke angivet,Ja,Ja,Ja,Ja,Ikke angivet,Ja,A20,København S,3+ months,9.71087320625674,6.398594934535208,11.327511130466025,10.809445080270491,9.71087320625674,9.746599796998984
Lejlighed,107.0,3,1,Ja,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,A20,København SV,3+ months,9.87822102528824,6.2166061010848646,11.002116507732017,10.596659732783579,0.0,9.90353755128617
Lejlighed,76.0,3,3,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,A15,Brøndby,<1 month,9.358846580275406,6.803505257608338,10.983613347424248,10.457401400981889,9.358846580275406,9.433563920090563
Lejlighed,155.0,4,3,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,A15,Hellerup,3+ months,10.62135173563291,7.438971592395862,12.239028583587523,11.719947764402807,10.62135173563291,10.661977618146238
Lejlighed,67.0,2,1,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,A15,Brøndby,3+ months,9.249657234353133,6.68586094706836,10.874285408908944,10.348205424565993,9.249657234353133,9.32375833901174
Lejlighed,42.0,1,3,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,none,København N,3+ months,9.137877200242468,6.3473892096560105,10.759412379123841,10.236417809461043,9.137877200242468,9.197356444417888
Lejlighed,43.0,1,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,D,København Ø,<1 month,8.922791623969637,6.621405651764134,10.333677793031093,9.61587214452889,8.922791623969637,9.018089684104343
Værelse,20.0,1,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ikke angivet,Ja,Ikke angivet,Ikke angivet,none,København S,3+ months,8.294299608857235,0.0,9.392745258631441,8.294299608857235,8.294299608857235,8.294299608857235
Lejlighed,52.0,1,2,Ja,Nej,Nej,Ja,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,C,Kongens Lyngby,<1 month,9.012011377036412,6.68586094706836,10.640675541671662,10.110542371500753,9.012011377036412,9.105090961257085
Lejlighed,37.0,1,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,D,Rødovre,<1 month,8.699681400989514,8.006700845440367,9.952325334619427,8.699681400989514,8.699681400989514,9.105090961257085
Lejlighed,52.0,2,3,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,D,Vanløse,<1 month,9.259225769705994,0.0,10.868587496017359,10.357774570341576,9.259225769705994,9.259225769705994
Lejlighed,100.0,3,3,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,B,København V,3+ months,9.99884318585288,7.00397413672268,11.618194976487304,11.097425172408931,9.99884318585288,10.047631185616188
Lejlighed,85.0,3,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Nej,Nej,C,Holte,<1 month,9.305741456739435,6.803505257608338,10.712215345197256,9.99884318585288,9.305741456739435,9.38437770918244
Lejlighed,64.0,2,1,Ja,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Nej,Ja,C,København N,3+ months,9.392745258631441,0.0,10.085850775128717,9.392745258631441,0.0,9.392745258631441
Lejlighed,38.0,1,1,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,A15,Vanløse,3+ months,9.024131268455035,6.398594934535208,10.980212041446208,10.122663242288953,10.122663242288953,9.093918908958932
Lejlighed,89.0,4,2,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ikke angivet,Ja,Ikke angivet,none,Brøndby,<1 month,9.465060106725137,6.68586094706836,11.086762629082946,10.563620718477313,9.465060106725137,9.525224101853109
Værelse,10.0,1,2,Ja,Ja,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,C,Valby,<1 month,8.556606193773073,4.983606621708336,9.82800941136017,8.987321812850125,8.556606193773073,8.584103896698863
Værelse,21.0,1,1,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,none,Charlottenlund,<1 month,8.294299608857235,0.0,10.239995502805316,9.392745258631441,9.392745258631441,8.294299608857235
Lejlighed,151.0,4,5,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,A20,Vallensbæk Strand,<1 month,9.87822102528824,6.90875477931522,11.49782197939291,10.97679912709094,9.87822102528824,9.928228944424575
Værelse,10.0,1,1,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,C,Frederiksberg C,<1 month,8.639587799629844,0.0,9.619199713152362,9.148571345578551,0.0,8.639587799629844
Lejlighed,96.0,3,0,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,none,Glostrup,3+ months,9.392745258631441,7.00397413672268,11.020283511637867,10.491301994830229,9.392745258631441,9.48044384215367
Lejlighed,89.0,4,3,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,none,Glostrup,3+ months,9.517898598432753,6.90875477931522,11.141876276228,10.616461869895815,9.517898598432753,9.588845298501564
Lejlighed,81.0,3,1,Ja,Ja,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,none,Vanløse,<1 month,9.28266103355581,0.0,10.892024524616057,10.381211304797002,9.28266103355581,9.28266103355581
Lejlighed,44.0,1,2,Nej,Nej,Ja,Ja,Ja,Nej,Nej,Nej,Ja,Ja,Nej,Nej,C,Valby,3+ months,9.259225769705994,5.5254529391317835,10.873338008504597,10.357774570341576,9.259225769705994,9.282754052485227
Lejlighed,90.0,3,4,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,none,Vallensbæk Strand,<1 month,9.441531454869693,6.7464121285733745,11.064307523045168,10.540090836284206,9.441531454869693,9.506808731708581
Lejlighed,92.0,4,4,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,none,Vallensbæk Strand,1-3 months,9.53249633228804,6.7464121285733745,11.1541196809749,10.63106031411106,9.53249633228804,9.592263871501313
Værelse,10.0,1,4,Ja,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,none,København K,<1 month,8.294299608857235,5.707110264748875,9.918425424900335,9.392745258631441,8.294299608857235,8.366602832783736
Lejlighed,69.0,2,4,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,none,Glostrup,3+ months,9.34145634983372,6.68586094706836,10.96476135554887,10.440010162389305,9.34145634983372,9.409273194575334
Lejlighed,76.0,3,3,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,A15,Brøndby,<1 month,9.380167531188448,6.7464121285733745,11.003781759319981,10.47872356423098,9.380167531188448,9.44943600950432
Lejlighed,85.0,3,4,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,none,København S,3+ months,9.626349693960018,6.85751406254539,11.173093591082559,10.62888408731157,9.530320210727126,9.687133400997965
Lejlighed,121.0,4,3,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,A15,Søborg,3+ months,9.599066156080049,7.179307969504034,11.226069717684418,10.697633249050782,9.599066156080049,9.684211512748407
Lejlighed,75.0,3,4,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Nej,A20,Søborg,3+ months,9.488047863280759,6.68586094706836,11.109473329472568,10.586609649448985,9.488047863280759,9.546884034617925
Værelse,11.0,1,5,Nej,Ja,Nej,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,A20,København S,<1 month,8.867990898182093,0.0,10.477316144080852,9.966509298952284,8.867990898182093,8.867990898182093
Lejlighed,127.0,4,4,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,none,Søborg,<1 month,9.825580063659602,0.0,11.434974734252892,10.92415631759022,9.825580063659602,9.825580063659602
Lejlighed,31.0,2,2,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,none,Frederiksberg,<1 month,9.23024103368252,5.602118820879701,10.844880569171112,10.328787967145063,9.23024103368252,9.256364810287462
Lejlighed,63.0,2,3,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,A15,København S,<1 month,9.461176908307142,6.55250788703459,11.081388418439035,10.559737318992255,9.461176908307142,9.514215624322715
Lejlighed,33.0,1,1,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,none,Valby,3+ months,8.922791623969637,6.111467339502679,10.544051132937742,10.021315031649332,8.922791623969637,8.981052985901483
Lejlighed,108.0,3,5,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,A15,Albertslund,<1 month,9.644975857384127,7.0630481633881725,11.269362346091322,10.743544978410695,9.644975857384127,9.717820405491077
Lejlighed,83.0,3,2,Nej,Ja,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ikke angivet,E,Søborg,<1 month,9.472781556562168,6.68586094706836,10.768506042432708,9.90353755128617,9.525224101853109,9.53249633228804
Lejlighed,54.0,2,1,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ikke angivet,Ja,Ikke angivet,Ja,none,Dragør,<1 month,9.15915233520675,7.208600337960199,11.125069403547922,10.25769445336048,10.25769445336048,9.292012520620208
Lejlighed,67.0,3,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,none,København NV,<1 month,9.105090961257085,6.2166061010848646,10.725489582719506,10.203629181337648,9.105090961257085,9.15915233520675
Værelse,15.0,1,3,Ja,Ja,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ja,Ikke angivet,Ikke angivet,D,København NV,<1 month,8.853808274977197,0.0,9.952325334619427,8.853808274977197,8.853808274977197,8.853808274977197
Lejlighed,57.0,2,3,Ja,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,C,København Ø,<1 month,8.699681400989514,0.0,8.853808274977197,6.90875477931522,0.0,8.699681400989514
Lejlighed,107.0,3,1,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,B,Vallensbæk Strand,<1 month,9.53249633228804,7.201170883281678,11.161110122588845,10.63106031411106,9.53249633228804,9.625161575008372
Lejlighed,105.0,3,5,Ja,Ja,Nej,Nej,Nej,Nej,Ja,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,D,København N,3+ months,10.038935856711177,7.601402334583733,11.446796346169297,11.13751903414526,0.0,10.122663242288953
Lejlighed,68.0,2,3,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Nej,Ja,Ja,Nej,Nej,none,Taastrup,<1 month,9.305741456739435,6.68586094706836,10.929547069355774,10.404293143019792,9.305741456739435,9.375939552625749
Værelse,18.0,1,2,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,none,København V,<1 month,9.305741456739435,0.0,10.373522431293592,9.210440366976517,9.305741456739435,9.305741456739435
Lejlighed,99.0,5,3,Nej,Ja,Nej,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,none,Rødovre,3+ months,9.60245002503719,6.90875477931522,11.225256725762893,10.70101727068921,9.60245002503719,9.6678285081515
Lejlighed,85.0,3,0,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,none,Taastrup,3+ months,9.409273194575334,7.170888478512505,11.03973275601109,10.50783084142058,9.409273194575334,9.510519035757246
Lejlighed,27.0,1,2,Ja,Nej,Nej,Ja,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ja,none,Søborg,<1 month,8.727616178321068,0.0,9.690974793577944,9.210440366976517,0.0,8.727616178321068
Værelse,20.0,1,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Ikke angivet,Ja,none,Gentofte,1-3 months,8.699681400989514,0.0,10.085850775128717,9.798182590890704,0.0,8.699681400989514
Lejlighed,90.0,3,2,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,A15,Glostrup,<1 month,9.510519035757246,6.90875477931522,10.915106645867503,10.609081944147828,0.0,9.581972891547895
Lejlighed,85.0,3,1,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,A15,Søborg,<1 month,9.61587214452889,6.2166061010848646,10.959557617938563,10.645448706505872,0.0,9.648659816955295
Værelse,9.0,1,4,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,none,København K,<1 month,8.888894669371593,0.0,10.680539205318292,9.987415012471414,9.581972891547895,8.888894669371593
Lejlighed,155.0,4,3,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ja,Ja,Ikke angivet,Ikke angivet,Nej,Nej,none,Hellerup,3+ months,10.62135173563291,7.438971592395862,12.239028583587523,11.719947764402807,10.62135173563291,10.661977618146238
Lejlighed,141.0,4,2,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,A15,Hellerup,3+ months,10.33854382482173,7.3783837129967145,11.958258512632908,11.437134538982278,10.33854382482173,10.389026137075234
Lejlighed,44.0,1,3,Nej,Nej,Ja,Ja,Ja,Nej,Nej,Nej,Ja,Ja,Nej,Nej,C,Valby,3+ months,9.15915233520675,5.5254529391317835,10.773755288097965,10.25769445336048,9.15915233520675,9.18512512283512
Lejlighed,106.0,4,1,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ikke angivet,C,København Ø,1-3 months,9.87822102528824,7.601402334583733,11.507922973347437,10.97679912709094,9.87822102528824,9.975854724662028
Lejlighed,118.0,2,3,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ja,Ja,Ikke angivet,Ja,none,Brønshøj,3+ months,14.033848179275077,7.0909098220799835,15.99344391721233,15.132459932040378,15.132459932040378,14.034812339120682
Lejlighed,92.0,4,3,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,A15,Albertslund,<1 month,9.44549154241467,6.90875477931522,11.07055256683868,10.544051132937742,9.44549154241467,9.521568058002977
Lejlighed,67.0,2,4,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ja,Ja,none,Glostrup,3+ months,9.220389707829185,6.55250788703459,10.34177474101152,9.913487387114461,0.0,9.287394001418473
Lejlighed,86.0,3,0,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,none,Taastrup,<1 month,9.359708203627006,6.90875477931522,10.986156756283131,10.458263073829322,9.359708203627006,9.442324727955874
Lejlighed,77.0,3,0,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,none,Brøndby,<1 month,9.320628725870305,6.90875477931522,10.947749246454157,10.41918130769898,9.320628725870305,9.40640045488065
Lejlighed,104.0,3,2,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,B,Vallensbæk Strand,<1 month,9.486000469200638,6.90875477931522,11.11044589570243,10.584562151861805,9.486000469200638,9.5591645793702
Lejlighed,177.0,5,2,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,D,Charlottenlund,<1 month,9.99884318585288,7.824445930877619,11.80932691294063,11.097425172408931,10.691967639914864,10.106469212026385
Lejlighed,162.0,4,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Nej,Ikke angivet,none,Klampenborg,3+ months,10.203629181337648,7.756195343948118,11.61128553458331,11.302216779257382,0.0,10.286570709751162
Lejlighed,43.0,1,5,Ja,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,C,Bagsværd,<1 month,8.699681400989514,6.2166061010848646,9.433563920090563,8.699681400989514,0.0,8.77971129020447
Lejlighed,91.0,3,5,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,none,Vallensbæk Strand,<1 month,9.45727857185611,6.7464121285733745,11.079847609826162,10.555838779903407,9.45727857185611,9.521568058002977
Lejlighed,151.0,3,1,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ja,Nej,Ikke angivet,Ikke angivet,Nej,Ikke angivet,none,København K,<1 month,10.14843173380919,7.313886831633462,12.102660231090363,11.247017930529275,11.247017930529275,10.205479252168017
Lejlighed,80.0,2,2,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,A20,Taastrup,3+ months,9.417435838868785,6.478509642208569,11.037322186913999,10.515993929932415,9.417435838868785,9.468928284223587
Værelse,12.0,1,0,Ja,Nej,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Ja,Ikke angivet,Ja,none,Brøndby,<1 month,8.853808274977197,0.0,8.853808274977197,0.0,0.0,8.853808274977197
Lejlighed,40.0,1,1,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,none,Glostrup,3+ months,8.936035096566041,6.066108090103747,10.556619704557837,10.034559673629849,8.936035096566041,8.991064332188461
Lejlighed,108.0,3,1,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,none,Glostrup,3+ months,9.472781556562168,7.00397413672268,11.098939154318382,10.571342565808699,9.472781556562168,9.55400099583723
Lejlighed,126.0,4,1,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,none,Glostrup,3+ months,9.595670797663967,7.208600337960199,11.22325474981197,10.694237736914808,9.595670797663967,9.683526431913219
Lejlighed,158.0,5,4,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Nej,Ikke angivet,none,København Ø,<1 month,10.106469212026385,6.957497370876951,12.058448123930972,11.205054290550551,11.205054290550551,10.14843173380919
Lejlighed,129.0,3,3,Nej,Ja,Nej,Ja,Ikke angivet,Ikke angivet,Ja,Ja,Ja,Ja,Ikke angivet,Ja,none,København V,<1 month,10.056251557087757,7.258412150595307,11.677761707423164,11.154835234271214,10.056251557087757,10.115367911571628
